id,order_id,product_id,sales,quantity,discount,profit,region,category
US-2018-123281-0,US-2018-123281,FUR-FU-10003724,25.11,3,0.00,6.53,West,Furniture
CA-2018-100524-0,CA-2018-100524,FUR-FU-10004018,29.78,2,0.00,8.04,East,Furniture
CA-2018-100524-1,CA-2018-100524,TEC-PH-10002549,677.58,3,0.00,176.17,East,Technology
CA-2018-100524-2,CA-2018-100524,OFF-PA-10004911,75.04,8,0.00,36.02,East,Office Supplies
CA-2018-113481-0,CA-2018-113481,TEC-MA-10002178,695.70,2,0.50,-27.83,South,Technology
CA-2018-113481-1,CA-2018-113481,OFF-BI-10003694,15.66,5,0.70,-12.53,South,Office Supplies
CA-2018-113481-2,CA-2018-113481,OFF-BI-10000474,28.85,6,0.70,-21.16,South,Office Supplies
CA-2016-131758-0,CA-2016-131758,OFF-AR-10000411,47.82,3,0.00,14.35,East,Office Supplies
CA-2016-131758-1,CA-2016-131758,OFF-LA-10000262,13.05,5,0.00,6.00,East,Office Supplies
CA-2015-118339-0,CA-2015-118339,OFF-AP-10001154,93.78,2,0.00,36.57,Central,Office Supplies
CA-2015-118339-1,CA-2015-118339,OFF-PA-10000466,47.18,7,0.00,23.59,Central,Office Supplies
CA-2015-118339-2,CA-2015-118339,OFF-AR-10003829,19.68,6,0.00,5.71,Central,Office Supplies
CA-2015-118339-3,CA-2015-118339,OFF-BI-10001758,53.40,10,0.00,25.10,Central,Office Supplies
CA-2015-118339-4,CA-2015-118339,OFF-BI-10000136,35.88,6,0.00,17.22,Central,Office Supplies
CA-2015-153976-0,CA-2015-153976,FUR-CH-10002880,258.28,3,0.30,-70.10,Central,Furniture
CA-2017-162901-0,CA-2017-162901,OFF-ST-10000649,31.40,2,0.00,7.85,South,Office Supplies
CA-2018-162978-0,CA-2018-162978,TEC-PH-10003092,183.96,5,0.20,20.70,West,Technology
CA-2018-162978-1,CA-2018-162978,OFF-PA-10002250,17.61,3,0.00,8.45,West,Office Supplies
CA-2018-162978-2,CA-2018-162978,FUR-TA-10003473,300.90,1,0.20,11.28,West,Furniture
US-2015-160444-0,US-2015-160444,OFF-ST-10001522,220.78,3,0.20,-44.16,Central,Office Supplies
US-2015-160444-1,US-2015-160444,OFF-ST-10000563,281.42,11,0.20,-35.18,Central,Office Supplies
CA-2017-145247-0,CA-2017-145247,OFF-PA-10003641,79.14,3,0.00,36.40,South,Office Supplies
CA-2018-160045-0,CA-2018-160045,FUR-FU-10000010,1.99,1,0.60,-1.44,Central,Furniture
US-2015-151925-0,US-2015-151925,FUR-CH-10002961,145.57,2,0.20,0.00,West,Furniture
CA-2018-125199-0,CA-2018-125199,OFF-AR-10002956,123.26,7,0.20,9.24,East,Office Supplies
CA-2018-125199-1,CA-2018-125199,OFF-PA-10004041,23.68,4,0.20,7.40,East,Office Supplies
CA-2018-125199-2,CA-2018-125199,TEC-PH-10001336,309.58,4,0.40,-56.76,East,Technology
US-2018-155425-0,US-2018-155425,OFF-BI-10001036,38.39,14,0.70,-25.59,West,Office Supplies
US-2018-155425-1,US-2018-155425,TEC-MA-10003183,95.99,2,0.70,-64.00,West,Technology
US-2018-155425-2,US-2018-155425,TEC-AC-10001314,239.95,6,0.20,-35.99,West,Technology
US-2018-155425-3,US-2018-155425,TEC-PH-10002563,201.58,2,0.20,15.12,West,Technology
US-2018-155425-4,US-2018-155425,FUR-CH-10003312,899.14,4,0.20,-146.11,West,Furniture
CA-2018-133249-0,CA-2018-133249,FUR-FU-10001588,145.90,5,0.00,62.74,West,Furniture
US-2016-103471-0,US-2016-103471,FUR-BO-10002613,590.06,7,0.70,-786.74,West,Furniture
US-2016-103471-1,US-2016-103471,OFF-AR-10003405,14.04,3,0.20,1.58,West,Office Supplies
CA-2018-136672-0,CA-2018-136672,TEC-AC-10004510,49.08,3,0.00,4.91,East,Technology
US-2015-157021-0,US-2015-157021,OFF-LA-10002312,29.60,2,0.00,14.80,West,Office Supplies
US-2015-157021-1,US-2015-157021,OFF-BI-10000042,17.09,4,0.20,5.55,West,Office Supplies
CA-2016-120362-0,CA-2016-120362,FUR-TA-10003008,912.75,5,0.00,118.66,West,Furniture
CA-2015-126361-0,CA-2015-126361,OFF-AP-10003590,1089.75,3,0.00,305.13,West,Office Supplies
CA-2015-126361-1,CA-2015-126361,OFF-PA-10000806,447.84,8,0.00,219.44,West,Office Supplies
CA-2015-126361-2,CA-2015-126361,OFF-AR-10000896,16.40,5,0.00,4.26,West,Office Supplies
CA-2015-126361-3,CA-2015-126361,TEC-PH-10002310,399.96,5,0.20,35.00,West,Technology
CA-2015-126361-4,CA-2015-126361,OFF-ST-10002289,158.90,5,0.00,7.95,West,Office Supplies
CA-2015-126361-5,CA-2015-126361,OFF-BI-10002852,13.18,1,0.20,4.78,West,Office Supplies
US-2017-100566-0,US-2017-100566,FUR-FU-10003394,83.95,3,0.60,-90.25,Central,Furniture
US-2017-108504-0,US-2017-108504,OFF-ST-10002344,80.98,1,0.00,1.62,South,Office Supplies
US-2017-108504-1,US-2017-108504,OFF-PA-10001289,348.84,9,0.00,170.93,South,Office Supplies
US-2017-108504-2,US-2017-108504,OFF-FA-10000053,9.45,5,0.00,0.19,South,Office Supplies
US-2017-108504-3,US-2017-108504,FUR-FU-10004091,18.84,3,0.00,7.16,South,Furniture
US-2017-108504-4,US-2017-108504,FUR-BO-10004015,239.98,2,0.00,52.80,South,Furniture
US-2017-108504-5,US-2017-108504,OFF-EN-10003001,167.96,2,0.00,78.94,South,Office Supplies
US-2017-108504-6,US-2017-108504,TEC-PH-10000215,104.85,3,0.00,28.31,South,Technology
US-2017-108504-7,US-2017-108504,TEC-PH-10003645,484.83,3,0.00,126.06,South,Technology
US-2017-108504-8,US-2017-108504,OFF-PA-10000357,122.97,3,0.00,60.26,South,Office Supplies
US-2017-108504-9,US-2017-108504,OFF-ST-10004804,154.44,3,0.00,1.54,South,Office Supplies
US-2017-108504-10,US-2017-108504,OFF-PA-10003892,342.37,7,0.00,160.91,South,Office Supplies
CA-2018-124828-0,CA-2018-124828,OFF-AR-10003514,9.55,3,0.20,1.55,South,Office Supplies
US-2018-117247-0,US-2018-117247,FUR-TA-10002958,652.45,5,0.50,-430.62,Central,Furniture
US-2018-117247-1,US-2018-117247,FUR-TA-10001676,66.64,3,0.50,-42.65,Central,Furniture
CA-2017-124485-0,CA-2017-124485,OFF-BI-10000822,17.22,4,0.20,6.03,East,Office Supplies
CA-2017-124485-1,CA-2017-124485,OFF-PA-10004971,11.56,2,0.00,5.66,East,Office Supplies
CA-2017-124485-2,CA-2017-124485,TEC-AC-10002323,88.40,4,0.00,11.49,East,Technology
CA-2017-124485-3,CA-2017-124485,OFF-PA-10004888,6.48,1,0.00,3.11,East,Office Supplies
CA-2017-159212-0,CA-2017-159212,TEC-PH-10003988,21.80,2,0.00,6.10,South,Technology
CA-2017-159212-1,CA-2017-159212,OFF-EN-10002230,251.79,3,0.00,118.34,South,Office Supplies
US-2017-161396-0,US-2017-161396,FUR-TA-10002622,205.18,2,0.40,-58.13,East,Furniture
US-2017-161396-1,US-2017-161396,OFF-PA-10000418,419.40,5,0.20,146.79,East,Office Supplies
US-2015-118486-0,US-2015-118486,OFF-SU-10004498,10.30,1,0.20,-2.19,East,Office Supplies
US-2015-118486-1,US-2015-118486,FUR-TA-10001039,154.76,3,0.40,-36.11,East,Furniture
US-2015-118486-2,US-2015-118486,TEC-AC-10004659,116.78,2,0.20,21.90,East,Technology
CA-2017-130407-0,CA-2017-130407,OFF-AR-10002240,75.48,2,0.00,19.62,East,Office Supplies
CA-2017-130407-1,CA-2017-130407,FUR-FU-10001967,39.98,2,0.00,9.99,East,Furniture
US-2017-122245-0,US-2017-122245,FUR-TA-10002356,393.17,3,0.50,-204.45,West,Furniture
CA-2018-105144-0,CA-2018-105144,OFF-LA-10003923,23.68,2,0.20,8.88,Central,Office Supplies
CA-2017-136329-0,CA-2017-136329,FUR-CH-10002335,408.01,2,0.10,72.53,East,Furniture
CA-2017-136329-1,CA-2017-136329,FUR-FU-10000723,165.28,4,0.00,14.88,East,Furniture
CA-2015-146640-0,CA-2015-146640,OFF-BI-10002867,334.77,7,0.20,108.80,East,Office Supplies
CA-2018-115994-0,CA-2018-115994,TEC-AC-10000580,239.97,3,0.00,26.40,West,Technology
CA-2018-115994-1,CA-2018-115994,FUR-FU-10003976,37.74,3,0.00,12.83,West,Furniture
CA-2016-126697-0,CA-2016-126697,TEC-PH-10002922,946.34,7,0.20,118.29,Central,Technology
CA-2016-126697-1,CA-2016-126697,TEC-AC-10004353,151.20,3,0.20,32.13,Central,Technology
CA-2016-126697-2,CA-2016-126697,FUR-FU-10001706,4.93,4,0.60,-1.48,Central,Furniture
CA-2016-124800-0,CA-2016-124800,OFF-PA-10000501,86.27,4,0.20,31.27,West,Office Supplies
CA-2016-124800-1,CA-2016-124800,OFF-BI-10000778,72.59,2,0.70,-48.39,West,Office Supplies
CA-2016-124800-2,CA-2016-124800,OFF-AP-10004980,60.67,2,0.20,14.41,West,Office Supplies
CA-2016-124800-3,CA-2016-124800,OFF-BI-10003984,77.03,9,0.70,-59.06,West,Office Supplies
CA-2016-124800-4,CA-2016-124800,OFF-ST-10000798,119.90,6,0.20,-1.50,West,Office Supplies
CA-2016-124800-5,CA-2016-124800,TEC-PH-10001750,263.96,5,0.20,23.10,West,Technology
CA-2016-124800-6,CA-2016-124800,OFF-ST-10002743,363.65,4,0.20,-86.37,West,Office Supplies
US-2016-164448-0,US-2016-164448,OFF-BI-10002949,9.73,2,0.20,3.28,West,Office Supplies
US-2016-164448-1,US-2016-164448,OFF-EN-10002600,14.75,5,0.00,7.08,West,Office Supplies
US-2016-164448-2,US-2016-164448,OFF-BI-10003708,29.80,5,0.20,9.31,West,Office Supplies
US-2016-164448-3,US-2016-164448,OFF-LA-10003510,427.42,14,0.00,196.61,West,Office Supplies
CA-2018-122700-0,CA-2018-122700,TEC-PH-10003092,220.75,8,0.40,-40.47,East,Technology
CA-2015-120768-0,CA-2015-120768,OFF-BI-10001191,152.76,6,0.00,74.85,South,Office Supplies
CA-2015-120768-1,CA-2015-120768,OFF-SU-10004115,7.27,1,0.00,1.96,South,Office Supplies
CA-2015-120768-2,CA-2015-120768,FUR-CH-10000513,1819.86,14,0.00,163.79,South,Furniture
US-2017-153129-0,US-2017-153129,OFF-PA-10003673,33.90,5,0.00,15.59,West,Office Supplies
CA-2018-106852-0,CA-2018-106852,OFF-PA-10001639,31.10,6,0.20,10.89,East,Office Supplies
CA-2018-106852-1,CA-2018-106852,OFF-AR-10003829,5.25,2,0.20,0.59,East,Office Supplies
CA-2016-139731-0,CA-2016-139731,TEC-AC-10004975,263.88,3,0.20,42.88,Central,Technology
CA-2016-139731-1,CA-2016-139731,FUR-CH-10002024,2453.43,5,0.30,-350.49,Central,Furniture
CA-2018-122735-0,CA-2018-122735,OFF-BI-10004364,29.70,5,0.00,13.37,East,Office Supplies
CA-2018-122735-1,CA-2018-122735,OFF-PA-10001712,39.96,4,0.00,17.98,East,Office Supplies
CA-2018-128160-0,CA-2018-128160,OFF-BI-10001510,36.67,2,0.20,11.46,West,Office Supplies
CA-2018-117695-0,CA-2018-117695,OFF-PA-10002713,13.76,2,0.00,6.33,South,Office Supplies
CA-2016-166135-0,CA-2016-166135,OFF-ST-10002974,139.42,4,0.20,17.43,West,Office Supplies
CA-2017-133725-0,CA-2017-133725,TEC-PH-10004165,1979.93,9,0.20,148.49,Central,Technology
CA-2018-102337-0,CA-2018-102337,OFF-ST-10004804,164.74,4,0.20,-39.12,Central,Office Supplies
CA-2018-102337-1,CA-2018-102337,FUR-CH-10004289,470.30,7,0.30,-87.34,Central,Furniture
CA-2018-102337-2,CA-2018-102337,TEC-PH-10002564,47.98,2,0.20,6.00,Central,Technology
US-2015-112564-0,US-2015-112564,OFF-BI-10004876,2.50,3,0.70,-1.75,East,Office Supplies
CA-2016-145821-0,CA-2016-145821,TEC-PH-10004348,88.75,3,0.20,11.09,West,Technology
US-2016-160150-0,US-2016-160150,OFF-BI-10004352,2.02,1,0.70,-1.35,West,Office Supplies
CA-2017-133711-0,CA-2017-133711,OFF-PA-10001685,70.98,7,0.00,34.78,South,Office Supplies
CA-2017-133711-1,CA-2017-133711,OFF-BI-10000666,91.68,3,0.00,45.84,South,Office Supplies
CA-2017-133711-2,CA-2017-133711,OFF-BI-10004352,33.75,5,0.00,16.88,South,Office Supplies
CA-2017-133711-3,CA-2017-133711,TEC-MA-10000010,3040.00,8,0.00,1459.20,South,Technology
CA-2018-148474-0,CA-2018-148474,OFF-BI-10000977,91.20,3,0.00,41.95,South,Office Supplies
CA-2018-148474-1,CA-2018-148474,FUR-TA-10002530,452.94,3,0.00,67.94,South,Furniture
CA-2016-111297-0,CA-2016-111297,OFF-BI-10002412,52.20,9,0.00,23.49,East,Office Supplies
CA-2017-123722-0,CA-2017-123722,OFF-LA-10001569,15.94,4,0.20,5.18,Central,Office Supplies
CA-2015-155271-0,CA-2015-155271,FUR-FU-10001473,27.46,2,0.00,9.89,East,Furniture
CA-2016-119907-0,CA-2016-119907,OFF-BI-10001765,55.42,2,0.20,19.40,West,Office Supplies
US-2017-128902-0,US-2017-128902,FUR-TA-10001095,244.01,2,0.30,-31.37,East,Furniture
CA-2017-152289-0,CA-2017-152289,TEC-AC-10004571,159.98,2,0.20,44.00,Central,Technology
CA-2017-152289-1,CA-2017-152289,FUR-CH-10002126,1024.72,6,0.30,-29.28,Central,Furniture
US-2017-104794-0,US-2017-104794,OFF-FA-10001754,3.68,2,0.00,1.80,East,Office Supplies
CA-2015-151708-0,CA-2015-151708,FUR-FU-10001602,121.38,4,0.20,-3.03,West,Furniture
CA-2015-151708-1,CA-2015-151708,TEC-AC-10001767,95.98,3,0.20,-10.80,West,Technology
CA-2016-100769-0,CA-2016-100769,TEC-AC-10002402,255.97,4,0.20,32.00,South,Technology
CA-2018-139199-0,CA-2018-139199,FUR-CH-10000847,872.94,3,0.00,226.96,Central,Furniture
CA-2018-139199-1,CA-2018-139199,OFF-BI-10003982,41.54,2,0.00,19.52,Central,Office Supplies
CA-2018-139199-2,CA-2018-139199,OFF-PA-10001293,12.96,2,0.00,6.22,Central,Office Supplies
US-2016-161466-0,US-2016-161466,OFF-AR-10000634,6.85,2,0.20,0.60,East,Office Supplies
CA-2018-164959-0,CA-2018-164959,OFF-LA-10004272,8.67,3,0.00,4.07,West,Office Supplies
US-2016-105676-0,US-2016-105676,FUR-FU-10004270,6.69,4,0.60,-4.01,Central,Furniture
CA-2017-113138-0,CA-2017-113138,OFF-AR-10003770,17.28,6,0.00,5.01,East,Office Supplies
CA-2017-113138-1,CA-2017-113138,OFF-BI-10000320,17.71,3,0.20,6.42,East,Office Supplies
US-2018-104955-0,US-2018-104955,OFF-LA-10003121,28.91,7,0.00,13.30,East,Office Supplies
CA-2017-121958-0,CA-2017-121958,OFF-SU-10000381,52.14,7,0.20,5.87,South,Office Supplies
CA-2018-121468-0,CA-2018-121468,TEC-PH-10000376,31.97,4,0.20,2.40,West,Technology
US-2017-108455-0,US-2017-108455,OFF-PA-10002262,25.92,4,0.00,12.44,West,Office Supplies
US-2017-108455-1,US-2017-108455,OFF-PA-10002464,40.46,7,0.00,19.83,West,Office Supplies
US-2017-108455-2,US-2017-108455,OFF-ST-10002214,33.87,3,0.00,8.81,West,Office Supplies
CA-2018-101210-0,CA-2018-101210,OFF-AR-10003560,9.73,2,0.20,1.70,South,Office Supplies
CA-2018-101210-1,CA-2018-101210,OFF-PA-10000130,3.42,1,0.20,1.07,South,Office Supplies
US-2017-108098-0,US-2017-108098,TEC-AC-10000865,177.00,3,0.00,30.09,West,Technology
CA-2015-119032-0,CA-2015-119032,OFF-FA-10003021,3.76,2,0.00,1.32,East,Office Supplies
CA-2016-140410-0,CA-2016-140410,TEC-PH-10003580,1212.85,7,0.20,106.12,West,Technology
CA-2016-140410-1,CA-2016-140410,TEC-AC-10001109,89.97,3,0.00,37.79,West,Technology
CA-2016-140410-2,CA-2016-140410,FUR-FU-10003347,42.60,3,0.00,16.61,West,Furniture
CA-2015-136280-0,CA-2015-136280,OFF-LA-10000452,5.04,2,0.20,1.76,East,Office Supplies
CA-2018-151911-0,CA-2018-151911,OFF-EN-10002986,62.96,4,0.00,28.33,East,Office Supplies
CA-2018-166436-0,CA-2018-166436,OFF-PA-10001838,5.88,1,0.00,2.88,East,Office Supplies
CA-2018-166436-1,CA-2018-166436,FUR-CH-10000785,977.29,6,0.10,173.74,East,Furniture
CA-2018-139661-0,CA-2018-139661,FUR-FU-10002885,9.64,2,0.00,3.66,West,Furniture
CA-2015-123925-0,CA-2015-123925,OFF-AR-10002952,40.05,3,0.00,11.21,South,Office Supplies
CA-2018-152485-0,CA-2018-152485,OFF-AR-10003759,10.19,7,0.20,3.19,Central,Office Supplies
CA-2018-152485-1,CA-2018-152485,OFF-ST-10004950,16.78,1,0.20,-0.21,Central,Office Supplies
CA-2018-152485-2,CA-2018-152485,OFF-AR-10001940,13.12,5,0.20,3.77,Central,Office Supplies
CA-2017-141586-0,CA-2017-141586,OFF-BI-10003981,18.16,5,0.20,6.58,West,Office Supplies
CA-2018-130386-0,CA-2018-130386,OFF-PA-10002749,16.06,3,0.20,5.82,Central,Office Supplies
CA-2018-130386-1,CA-2018-130386,OFF-PA-10003823,223.06,9,0.20,69.70,Central,Office Supplies
CA-2018-130386-2,CA-2018-130386,OFF-ST-10003716,540.05,3,0.20,-47.25,Central,Office Supplies
CA-2017-100468-0,CA-2017-100468,TEC-PH-10001300,33.52,2,0.20,3.35,West,Technology
CA-2017-100468-1,CA-2017-100468,FUR-FU-10000010,9.94,2,0.00,3.08,West,Furniture
CA-2016-153388-0,CA-2016-153388,OFF-AR-10001868,6.72,4,0.00,3.36,West,Office Supplies
CA-2016-153388-1,CA-2016-153388,FUR-TA-10003715,1004.98,6,0.20,-175.87,West,Furniture
CA-2018-154935-0,CA-2018-154935,OFF-BI-10003708,17.88,3,0.20,5.59,East,Office Supplies
CA-2017-134208-0,CA-2017-134208,TEC-MA-10004458,396.00,4,0.00,190.08,South,Technology
CA-2018-108294-0,CA-2018-108294,OFF-BI-10004965,34.50,3,0.00,15.53,Central,Office Supplies
CA-2018-103611-0,CA-2018-103611,FUR-FU-10004270,8.36,2,0.00,3.01,West,Furniture
CA-2018-100384-0,CA-2018-100384,OFF-AR-10002135,385.60,8,0.00,111.82,West,Office Supplies
CA-2018-100384-1,CA-2018-100384,OFF-AR-10003514,35.82,9,0.00,11.82,West,Office Supplies
CA-2018-112809-0,CA-2018-112809,OFF-ST-10002276,200.06,3,0.20,12.50,Central,Office Supplies
CA-2018-112809-1,CA-2018-112809,OFF-BI-10001098,21.38,5,0.80,-33.14,Central,Office Supplies
CA-2018-112809-2,CA-2018-112809,OFF-BI-10001636,6.74,4,0.80,-11.46,Central,Office Supplies
US-2018-160759-0,US-2018-160759,FUR-CH-10002961,63.69,1,0.30,-9.10,East,Furniture
CA-2018-148446-0,CA-2018-148446,FUR-TA-10004256,1669.60,4,0.00,116.87,West,Furniture
CA-2015-111059-0,CA-2015-111059,OFF-BI-10004593,83.84,2,0.20,27.25,West,Office Supplies
CA-2015-111059-1,CA-2015-111059,OFF-BI-10002827,13.27,3,0.20,4.31,West,Office Supplies
CA-2018-116204-0,CA-2018-116204,OFF-BI-10001759,21.34,7,0.20,7.73,West,Office Supplies
CA-2018-109946-0,CA-2018-109946,OFF-AR-10001419,16.52,5,0.20,2.06,Central,Office Supplies
CA-2016-144806-0,CA-2016-144806,FUR-FU-10002253,206.11,6,0.20,48.95,West,Furniture
CA-2016-144806-1,CA-2016-144806,OFF-PA-10002586,19.92,5,0.20,6.72,West,Office Supplies
CA-2016-144806-2,CA-2016-144806,OFF-PA-10003039,198.27,8,0.20,61.96,West,Office Supplies
CA-2016-144806-3,CA-2016-144806,OFF-ST-10004804,247.10,6,0.20,-58.69,West,Office Supplies
CA-2016-144806-4,CA-2016-144806,OFF-AR-10004042,86.30,6,0.20,9.71,West,Office Supplies
CA-2017-122392-0,CA-2017-122392,OFF-AR-10002221,4.16,2,0.20,0.36,East,Office Supplies
CA-2017-122392-1,CA-2017-122392,FUR-FU-10002456,11.65,2,0.20,3.35,East,Furniture
CA-2016-148432-0,CA-2016-148432,OFF-FA-10004968,26.18,7,0.00,0.52,East,Office Supplies
CA-2016-148432-1,CA-2016-148432,OFF-PA-10001274,7.30,2,0.00,3.43,East,Office Supplies
CA-2016-103793-0,CA-2016-103793,OFF-PA-10001125,74.35,3,0.20,23.23,South,Office Supplies
CA-2018-159884-0,CA-2018-159884,OFF-ST-10000344,10.74,1,0.20,0.81,West,Office Supplies
CA-2018-159884-1,CA-2018-159884,OFF-FA-10000585,8.38,3,0.20,2.72,West,Office Supplies
CA-2017-139885-0,CA-2017-139885,OFF-ST-10003324,212.88,6,0.00,0.00,East,Office Supplies
CA-2018-124086-0,CA-2018-124086,FUR-BO-10004015,203.98,2,0.15,16.80,West,Furniture
CA-2017-112389-0,CA-2017-112389,OFF-ST-10000419,40.74,3,0.00,0.41,East,Office Supplies
CA-2017-112389-1,CA-2017-112389,OFF-AP-10001626,11.67,3,0.00,3.03,East,Office Supplies
CA-2018-121888-0,CA-2018-121888,TEC-PH-10000439,39.99,1,0.00,11.60,East,Technology
CA-2018-121888-1,CA-2018-121888,OFF-AR-10003478,16.28,2,0.00,6.51,East,Office Supplies
CA-2018-121888-2,CA-2018-121888,FUR-BO-10002545,782.94,3,0.00,203.56,East,Furniture
CA-2018-121888-3,CA-2018-121888,OFF-BI-10001765,242.48,7,0.00,116.39,East,Office Supplies
CA-2015-166884-0,CA-2015-166884,FUR-FU-10003981,8.32,5,0.20,2.29,East,Furniture
CA-2015-166884-1,CA-2015-166884,OFF-FA-10001561,10.46,6,0.20,1.70,East,Office Supplies
CA-2015-107181-0,CA-2015-107181,OFF-BI-10004230,82.90,3,0.20,29.01,West,Office Supplies
CA-2015-107181-1,CA-2015-107181,OFF-PA-10000350,34.24,4,0.00,16.09,West,Office Supplies
CA-2015-150245-0,CA-2015-150245,FUR-BO-10002613,1573.49,7,0.20,196.69,East,Furniture
CA-2016-111395-0,CA-2016-111395,OFF-PA-10000994,335.52,4,0.20,117.43,Central,Office Supplies
CA-2016-111395-1,CA-2016-111395,OFF-BI-10002867,23.91,2,0.80,-40.65,Central,Office Supplies
CA-2016-111395-2,CA-2016-111395,OFF-ST-10001291,27.06,2,0.20,2.37,Central,Office Supplies
CA-2015-134278-0,CA-2015-134278,TEC-CO-10001046,559.99,1,0.20,175.00,East,Technology
US-2018-124926-0,US-2018-124926,OFF-AP-10004868,9.32,6,0.80,-24.71,Central,Office Supplies
CA-2017-159345-0,CA-2017-159345,OFF-PA-10000806,111.96,2,0.00,54.86,West,Office Supplies
CA-2015-130274-0,CA-2015-130274,OFF-LA-10002195,21.56,7,0.00,10.35,Central,Office Supplies
CA-2018-158386-0,CA-2018-158386,OFF-BI-10003719,124.75,5,0.00,57.38,South,Office Supplies
CA-2016-111507-0,CA-2016-111507,OFF-AR-10001315,5.28,3,0.00,1.53,West,Office Supplies
CA-2018-120761-0,CA-2018-120761,TEC-AC-10000171,91.96,4,0.00,39.54,East,Technology
CA-2017-109176-0,CA-2017-109176,OFF-EN-10003134,9.34,1,0.20,3.50,East,Office Supplies
CA-2017-109176-1,CA-2017-109176,OFF-AR-10001955,79.36,5,0.20,9.92,East,Office Supplies
CA-2016-112116-0,CA-2016-112116,FUR-TA-10001039,171.96,2,0.00,44.71,West,Furniture
CA-2017-126809-0,CA-2017-126809,OFF-BI-10003712,35.35,9,0.20,12.82,West,Office Supplies
CA-2015-105172-0,CA-2015-105172,OFF-LA-10001641,18.90,6,0.00,9.07,West,Office Supplies
CA-2018-107293-0,CA-2018-107293,OFF-AR-10003732,2.78,1,0.00,0.72,West,Office Supplies
US-2018-102890-0,US-2018-102890,FUR-TA-10000577,1044.63,5,0.40,-295.98,East,Furniture
CA-2016-158554-0,CA-2016-158554,OFF-PA-10004000,11.35,3,0.20,4.12,East,Office Supplies
CA-2015-116239-0,CA-2015-116239,OFF-ST-10001370,354.90,5,0.00,17.75,South,Office Supplies
CA-2016-132101-0,CA-2016-132101,TEC-PH-10004539,453.58,3,0.20,39.69,West,Technology
CA-2016-129112-0,CA-2016-129112,TEC-AC-10003038,21.48,3,0.20,-0.27,Central,Technology
CA-2016-129112-1,CA-2016-129112,OFF-BI-10000088,8.78,4,0.80,-13.62,Central,Office Supplies
US-2018-152002-0,US-2018-152002,OFF-PA-10000357,122.97,3,0.00,60.26,West,Office Supplies
CA-2018-165029-0,CA-2018-165029,OFF-AR-10003504,12.84,3,0.00,3.72,South,Office Supplies
US-2015-157385-0,US-2015-157385,FUR-CH-10000863,603.92,5,0.20,-67.94,West,Furniture
US-2015-157385-1,US-2015-157385,OFF-EN-10003160,21.84,3,0.00,10.48,West,Office Supplies
US-2015-157385-2,US-2015-157385,TEC-AC-10003280,29.99,1,0.00,6.30,West,Technology
US-2015-157385-3,US-2015-157385,FUR-CH-10000595,381.44,2,0.20,23.84,West,Furniture
CA-2015-101602-0,CA-2015-101602,TEC-PH-10000169,40.68,3,0.20,-9.15,Central,Technology
CA-2015-101602-1,CA-2015-101602,FUR-CH-10004675,763.28,5,0.30,-21.81,Central,Furniture
CA-2017-109057-0,CA-2017-109057,OFF-ST-10002406,23.95,2,0.20,2.40,Central,Office Supplies
CA-2017-154403-0,CA-2017-154403,OFF-PA-10001526,4.98,1,0.00,2.44,South,Office Supplies
CA-2017-102456-0,CA-2017-102456,OFF-AP-10004336,170.88,3,0.00,49.56,East,Office Supplies
CA-2016-131338-0,CA-2016-131338,TEC-PH-10003012,307.98,2,0.00,89.31,East,Technology
CA-2016-131338-1,CA-2016-131338,FUR-TA-10002607,382.81,9,0.40,-153.12,East,Furniture
CA-2016-131338-2,CA-2016-131338,OFF-ST-10000642,41.96,2,0.00,2.94,East,Office Supplies
CA-2016-131338-3,CA-2016-131338,OFF-BI-10000545,1217.57,2,0.20,456.59,East,Office Supplies
CA-2016-131338-4,CA-2016-131338,FUR-FU-10002157,47.04,3,0.00,18.35,East,Furniture
CA-2016-131338-5,CA-2016-131338,FUR-FU-10001706,6.16,2,0.00,2.96,East,Furniture
CA-2016-131338-6,CA-2016-131338,TEC-PH-10000984,979.95,5,0.00,274.39,East,Technology
CA-2016-131338-7,CA-2016-131338,OFF-PA-10001357,143.70,3,0.00,68.98,East,Office Supplies
CA-2016-131338-8,CA-2016-131338,OFF-FA-10000992,10.65,3,0.00,5.01,East,Office Supplies
CA-2016-131338-9,CA-2016-131338,TEC-AC-10002600,247.80,4,0.00,34.69,East,Technology
CA-2017-109911-0,CA-2017-109911,OFF-AR-10001662,10.96,4,0.00,2.96,South,Office Supplies
US-2017-132423-0,US-2017-132423,OFF-AR-10001221,33.49,7,0.20,5.86,Central,Office Supplies
US-2017-132423-1,US-2017-132423,OFF-FA-10002988,8.04,5,0.20,2.91,Central,Office Supplies
CA-2016-122826-0,CA-2016-122826,TEC-PH-10004830,201.57,4,0.20,22.68,West,Technology
CA-2015-117317-0,CA-2015-117317,OFF-PA-10004519,13.44,3,0.00,6.59,West,Office Supplies
CA-2016-118423-0,CA-2016-118423,FUR-BO-10000362,359.06,3,0.30,-35.91,Central,Furniture
CA-2018-149181-0,CA-2018-149181,FUR-CH-10004540,47.99,2,0.30,-2.06,East,Furniture
CA-2018-132234-0,CA-2018-132234,FUR-FU-10001290,547.30,13,0.00,175.14,East,Furniture
CA-2018-158876-0,CA-2018-158876,OFF-PA-10000308,16.90,4,0.20,5.28,Central,Office Supplies
CA-2018-158876-1,CA-2018-158876,OFF-SU-10001165,6.67,1,0.20,0.50,Central,Office Supplies
